date,price
2018-06-30,91.1093521118164
2018-07-31,98.01115417480469
2018-08-31,104.18514251708984
2018-09-30,106.0772476196289
2018-10-31,99.06539154052734
2018-11-30,103.29386901855469
2018-12-31,94.61231994628906
2019-01-31,97.27640533447266
2019-02-28,104.80146789550781
2019-03-31,110.33013153076172
2019-04-30,122.17327880859375
2019-05-31,116.12803649902344
2019-06-30,125.78035736083984
2019-07-31,127.94927215576172
2019-08-31,129.87322998046875
2019-09-30,130.97547912597656
2019-10-31,135.06398010253906
2019-11-30,143.09524536132812
2019-12-31,149.06936645507812
2020-01-31,160.9136199951172
2020-02-29,153.5618133544922
2020-03-31,149.48599243164062
2020-04-30,169.8648681640625
2020-05-31,174.17791748046875
2020-06-30,193.43490600585938
2020-07-31,194.86068725585938
2020-08-31,214.8829803466797
2020-09-30,200.4005889892578
2020-10-31,192.91163635253906
2020-11-30,204.4980010986328
2020-12-31,212.474609375
2021-01-31,221.5880584716797
2021-02-28,222.50051879882812
2021-03-31,225.7464599609375
2021-04-30,241.45877075195312
2021-05-31,239.61703491210938
2021-06-30,259.98187255859375
2021-07-31,273.42718505859375
2021-08-31,290.2679443359375
2021-09-30,271.07568359375
2021-10-31,318.8638610839844
2021-11-30,318.455078125
2021-12-31,323.97479248046875
2022-01-31,299.5649108886719
2022-02-28,288.41748046875
2022-03-31,297.6069641113281
2022-04-30,267.8858947753906
2022-05-31,263.04327392578125
2022-06-30,248.4915313720703
2022-07-31,271.62530517578125
2022-08-31,253.51783752441406
2022-09-30,225.8167724609375
2022-10-31,225.07022094726562
2022-11-30,248.07754516601562
2022-12-31,233.18162536621094
2023-01-31,240.95046997070312
2023-02-28,243.12332153320312
2023-03-31,281.0217590332031
2023-04-30,299.50311279296875
2023-05-31,320.79949951171875
2023-06-30,332.6686096191406
2023-07-31,328.1554870605469
2023-08-31,320.8619384765625
2023-09-30,309.1046142578125
2023-10-31,330.9940490722656
2023-11-30,371.68829345703125
2023-12-31,368.8730163574219
2024-01-31,390.0024108886719
2024-02-29,406.5066833496094
2024-03-31,413.464599609375
2024-04-30,382.61590576171875
2024-05-31,408.70684814453125
2024-06-30,440.0345153808594
2024-07-31,411.8770751953125
2024-08-31,411.42596435546875
2024-09-30,424.40570068359375
2024-10-31,400.7838134765625
2024-11-30,418.49542236328125
2024-12-31,416.5583801269531
2025-01-31,410.1938781738281
2025-02-28,393.1224060058594
2025-03-31,371.7328796386719
2025-04-30,391.4093017578125
2025-05-31,456.7119445800781
2025-06-30,493.4683837890625
2025-07-31,529.2723999023438
2025-08-31,503.501220703125
2025-09-30,514.6903686523438
2025-10-31,514.5512084960938
2025-11-30,489.82867431640625
2025-12-31,481.4758605957031
2026-01-31,428.3822937011719
2026-02-28,391.8912048339844
2026-03-31,369.3699951171875
2026-04-30,406.8987121582031
2026-05-31,450.239990234375
2026-06-30,351.739990234375
