date,price
2020-06-30,435.30999755859375
2020-07-31,444.32000732421875
2020-08-31,513.3900146484375
2020-09-30,490.42999267578125
2020-10-31,447.1000061035156
2020-11-30,478.4700012207031
2020-12-31,500.1199951171875
2021-01-31,458.7699890136719
2021-02-28,459.6700134277344
2021-03-31,475.3699951171875
2021-04-30,508.3399963378906
2021-05-31,504.5799865722656
2021-06-30,585.6400146484375
2021-07-31,621.6300048828125
2021-08-31,663.7000122070312
2021-09-30,575.719970703125
2021-10-31,650.3599853515625
2021-11-30,669.8499755859375
2021-12-31,567.0599975585938
2022-01-31,534.2999877929688
2022-02-28,467.67999267578125
2022-03-31,455.6199951171875
2022-04-30,395.95001220703125
2022-05-31,416.4800109863281
2022-06-30,366.05999755859375
2022-07-31,410.1199951171875
2022-08-31,373.44000244140625
2022-09-30,275.20001220703125
2022-10-31,318.5
2022-11-30,344.92999267578125
2022-12-31,336.5299987792969
2023-01-31,370.3399963378906
2023-02-28,323.95001220703125
2023-03-31,385.3699951171875
2023-04-30,377.55999755859375
2023-05-31,417.7900085449219
2023-06-30,488.989990234375
2023-07-31,546.1699829101562
2023-08-31,559.3400268554688
2023-09-30,509.8999938964844
2023-10-31,532.0599975585938
2023-11-30,611.010009765625
2023-12-31,596.5999755859375
2024-01-31,617.780029296875
2024-02-29,560.280029296875
2024-03-31,504.6000061035156
2024-04-30,462.8299865722656
2024-05-31,444.760009765625
2024-06-30,555.5399780273438
2024-07-31,551.6500244140625
2024-08-31,574.4099731445312
2024-09-30,517.780029296875
2024-10-31,478.0799865722656
2024-11-30,515.9299926757812
2024-12-31,444.67999267578125
2025-01-31,437.45001220703125
2025-02-28,438.55999755859375
2025-03-31,383.5299987792969
2025-04-30,374.9800109863281
2025-05-31,415.0899963378906
2025-06-30,386.8800048828125
2025-07-31,357.69000244140625
2025-08-31,356.70001220703125
2025-09-30,352.75
2025-10-31,340.30999755859375
2025-11-30,320.1300048828125
2025-12-31,349.989990234375
2026-01-31,293.25
2026-02-28,262.4100036621094
2026-03-31,243.0800018310547
2026-04-30,246.10000610351562
2026-05-31,259.2099914550781
2026-06-30,195.57000732421875
