date,price
2009-06-30,28.299999237060547
2009-07-31,32.41999816894531
2009-08-31,31.420000076293945
2009-09-30,33.040000915527344
2009-10-31,32.939998626708984
2009-11-30,35.08000183105469
2009-12-31,36.779998779296875
2010-01-31,32.29999923706055
2010-02-28,34.650001525878906
2010-03-31,35.369998931884766
2010-04-30,33.599998474121094
2010-05-31,32.08000183105469
2010-06-30,26.43000030517578
2010-07-31,28.719999313354492
2010-08-31,27.700000762939453
2010-09-30,26.149999618530273
2010-10-31,28.149999618530273
2010-11-30,27.799999237060547
2010-12-31,30.780000686645508
2011-01-31,33.04999923706055
2011-02-28,34.5
2011-03-31,33.15999984741211
2011-04-30,33.54999923706055
2011-05-31,34.630001068115234
2011-06-30,31.450000762939453
2011-07-31,27.709999084472656
2011-08-31,25.239999771118164
2011-09-30,24.170000076293945
2011-10-31,29.40999984741211
2011-11-30,27.420000076293945
2011-12-31,28.270000457763672
2012-01-31,30.950000762939453
2012-02-29,32.88999938964844
2012-03-31,34.310001373291016
2012-04-30,33.54999923706055
2012-05-31,31.049999237060547
2012-06-30,32.369998931884766
2012-07-31,30.8799991607666
2012-08-31,31.270000457763672
2012-09-30,32.439998626708984
2012-10-31,34.029998779296875
2012-11-30,34.61000061035156
2012-12-31,37.68000030517578
2013-01-31,37.83000183105469
2013-02-28,39.310001373291016
2013-03-31,43.52000045776367
2013-04-30,45.08000183105469
2013-05-31,42.90999984741211
2013-06-30,45.560001373291016
2013-07-31,47.279998779296875
2013-08-31,45.75
2013-09-30,51.939998626708984
2013-10-31,54.220001220703125
2013-11-30,56.779998779296875
2013-12-31,59.880001068115234
2014-01-31,59.189998626708984
2014-02-28,68.62999725341797
2014-03-31,65.73999786376953
2014-04-30,61.689998626708984
2014-05-31,64.54000091552734
2014-06-30,72.36000061035156
2014-07-31,69.25
2014-08-31,71.9000015258789
2014-09-30,69.19000244140625
2014-10-31,70.12000274658203
2014-11-30,73.68000030517578
2014-12-31,72.69999694824219
2015-01-31,70.12999725341797
2015-02-28,79.0999984741211
2015-03-31,73.94000244140625
2015-04-30,76.05999755859375
2015-05-31,79.08999633789062
2015-06-30,81.01000213623047
2015-07-31,81.98999786376953
2015-08-31,78.56999969482422
2015-09-30,82.22000122070312
2015-10-31,88.66000366210938
2015-11-30,91.45999908447266
2015-12-31,93.94000244140625
2016-01-31,89.12999725341797
2016-02-29,85.1500015258789
2016-03-31,93.80000305175781
2016-04-30,94.22000122070312
2016-05-31,99.47000122070312
2016-06-30,95.79000091552734
2016-07-31,97.86000061035156
2016-08-31,102.30999755859375
2016-09-30,108.54000091552734
2016-10-31,107.51000213623047
2016-11-30,102.80999755859375
2016-12-31,102.94999694824219
2017-01-31,113.37999725341797
2017-02-28,118.33999633789062
2017-03-31,130.1300048828125
2017-04-30,133.74000549316406
2017-05-31,141.86000061035156
2017-06-30,141.44000244140625
2017-07-31,146.49000549316406
2017-08-31,155.16000366210938
2017-09-30,149.17999267578125
2017-10-31,175.16000366210938
2017-11-30,181.47000122070312
2017-12-31,175.24000549316406
2018-01-31,199.75999450683594
2018-02-28,209.1300048828125
2018-03-31,216.0800018310547
2018-04-30,221.60000610351562
2018-05-31,249.27999877929688
2018-06-30,243.80999755859375
2018-07-31,244.67999267578125
2018-08-31,263.510009765625
2018-09-30,269.95001220703125
2018-10-31,245.75999450683594
2018-11-30,250.88999938964844
2018-12-31,226.24000549316406
2019-01-31,247.82000732421875
2019-02-28,262.5
2019-03-31,266.489990234375
2019-04-30,289.25
2019-05-31,270.8999938964844
2019-06-30,294.6499938964844
2019-07-31,298.8599853515625
2019-08-31,284.510009765625
2019-09-30,276.25
2019-10-31,277.92999267578125
2019-11-30,309.5299987792969
2019-12-31,329.80999755859375
2020-01-31,351.1400146484375
2020-02-29,345.1199951171875
2020-03-31,318.239990234375
2020-04-30,353.6400146484375
2020-05-31,386.6000061035156
