date,share_holder_equity_musd
2019-12-31,-230.0
2020-03-31,0.0
2020-06-30,0.0
2020-09-30,0.0
2020-12-31,-237.0
2021-03-31,-240.0
2021-06-30,180.0
2021-09-30,179.0
2021-12-31,179.0
2022-03-31,169.0
2022-06-30,163.0
2022-09-30,155.0
2022-12-31,146.0
2023-03-31,131.0
2023-06-30,124.0
2023-09-30,120.0
2023-12-31,123.0
2024-03-31,125.0
2024-06-30,130.0
2024-09-30,134.0
2024-12-31,174.0
2025-03-31,180.0
2025-06-30,187.0
