date,total_liabilities_musd
2019-12-31,464.0
2020-03-31,0.0
2020-06-30,0.0
2020-09-30,0.0
2020-12-31,478.0
2021-03-31,474.0
2021-06-30,97.0
2021-09-30,95.0
2021-12-31,93.0
2022-03-31,88.0
2022-06-30,97.0
2022-09-30,93.0
2022-12-31,94.0
2023-03-31,82.0
2023-06-30,68.0
2023-09-30,76.0
2023-12-31,78.0
2024-03-31,73.0
2024-06-30,70.0
2024-09-30,75.0
2024-12-31,73.0
2025-03-31,85.0
2025-06-30,62.0
