date,total_assets_musd
2019-12-31,234.0
2020-03-31,0.0
2020-06-30,0.0
2020-09-30,0.0
2020-12-31,241.0
2021-03-31,235.0
2021-06-30,277.0
2021-09-30,274.0
2021-12-31,273.0
2022-03-31,257.0
2022-06-30,260.0
2022-09-30,248.0
2022-12-31,241.0
2023-03-31,213.0
2023-06-30,193.0
2023-09-30,196.0
2023-12-31,202.0
2024-03-31,198.0
2024-06-30,200.0
2024-09-30,209.0
2024-12-31,247.0
2025-03-31,265.0
2025-06-30,249.0
